#n_clusters: 0, n_segment_len: 0, n_training_class: 0
1.371399954589209926e+02,5.792533649733739765e+01
1.509065767050410614e+03,4.297365107680792562e+02
1.125693110491139208e+02,5.211677368987698600e+01
5.547594157449593695e+02,9.427273435093100318e+01
3.827426560768435593e+02,7.010793682365603274e+01
1.790900232666619729e+02,7.686195742231065253e+01
7.263597053239934667e+02,1.687602336275027142e+02
9.022349284297927170e+02,4.331916914076933836e+02
9.873594467847965461e+02,1.007074142092678528e+02
1.044623009152497389e+03,1.454478687552282850e+02
#n_clusters: 0, n_segment_len: 0, n_training_class: 1
5.410345074017722027e+02,4.125362509974266345e+00
8.769395480688542648e+02,4.898735192858276832e+01
5.516454643940350024e+02,6.508544821654239421e+00
4.952864765496651671e+02,1.045022462309993472e+01
5.977916774744116992e+02,5.258380086746768711e+01
5.476322961948808370e+02,2.774750517092036262e+01
6.524167581487256484e+02,6.270959860666862795e+01
6.274434161501498011e+02,1.260833353852028722e+02
5.768505149172856363e+02,5.434691931765883766e+01
7.318247742520690053e+02,1.000311522784011764e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 2
1.458673467121155909e+02,6.093858667075407709e+01
1.154946433744316209e+03,1.832570073019344932e+02
1.095557087380553867e+02,4.712960982683647160e+01
3.188782895796339290e+02,8.302316560956633396e+01
3.817226062836380152e+02,6.902618922336266394e+01
1.213111818631689829e+02,1.948343044436199989e+00
6.965148578176173260e+02,1.838855733813582845e+02
5.170434711760748314e+02,2.872722980137692161e+02
5.503316609230104177e+02,9.418350105623831325e+01
8.337960495268149543e+02,8.172239756181396331e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 3
1.610755217070294520e+02,3.903394854077575360e+01
9.896287811732017872e+02,8.903820621213321829e+01
1.469599105821502292e+02,3.561860624658024221e+01
2.930288410581197809e+02,5.535939894105447223e+01
3.895929839472149183e+02,6.525744363123466485e+01
1.338244829911961915e+02,1.055824544069405135e+01
5.231874902442841631e+02,1.190414703472423241e+02
4.824608905380963506e+02,2.428926447825872970e+02
4.698748562788989034e+02,8.101957379394170289e+01
6.747101735506074647e+02,2.497240636844781392e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 4
1.699331979063840947e+02,4.632266229573866667e+01
1.428685692592920986e+03,3.893354691749887024e+02
1.386156974246610787e+02,4.024833267160385475e+01
5.256013116216612389e+02,9.325177320674460191e+01
3.642808600156025136e+02,6.298215318215875413e+01
1.898648218397989069e+02,4.317567756994884576e+01
7.348569684165655644e+02,1.747031941301181064e+02
8.694095214339940867e+02,4.238211112172840558e+02
9.454595466413286431e+02,9.635283594079265868e+01
9.919030400256516486e+02,1.566145814503328495e+02
#n_clusters: 0, n_segment_len: 0, n_training_class: 5
1.489808057774296515e+02,6.162422746350006975e+01
1.220370839971221812e+03,3.273419277232165427e+02
1.151914776031101724e+02,4.580758694268069320e+01
3.766691569710901035e+02,9.865811429365551533e+01
3.884153144268327651e+02,6.746986298516560510e+01
1.273754482176373131e+02,7.647900700965159615e+00
5.675173886092899238e+02,1.863582870201031483e+02
5.379641410486300401e+02,3.060096378458706567e+02
6.833626063450876700e+02,9.385053257350591593e+01
8.783726940785724082e+02,6.510822080812270940e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 6
1.916377524071525897e+02,7.520102604848027283e+01
1.304637805127387537e+03,4.285105531526102709e+02
1.307048213285125371e+02,6.076412691236765795e+01
5.599249117771378224e+02,7.553134096139085329e+01
4.199580949322452739e+02,6.063910322471912906e+01
2.316867570646281251e+02,6.351830333228390657e+01
3.043387511470204458e+02,3.237275463253713070e+01
8.067985571025826630e+02,3.850263586928732025e+02
9.069724016246749443e+02,1.018430564175972677e+02
9.146784663456792259e+02,5.042992702569119245e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 7
2.230414937502250439e+02,3.638560546939264384e+01
8.871232376656014367e+02,4.842819917377215688e+01
1.967770703448854590e+02,3.360380008629557125e+01
3.294493275141822437e+02,5.466900354945118323e+01
4.177349660203885833e+02,6.290140191407471804e+01
1.807781524242277271e+02,1.867073560883420669e+01
5.036923948674140661e+02,1.036563763534868485e+02
3.780689510977534837e+02,1.248942158403727234e+02
4.442518730920729695e+02,6.333305518469851592e+01
7.085377927254206725e+02,3.563593898297759921e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 8
1.674538037247088766e+02,6.195096573288978448e+01
8.998610108562448886e+02,8.477292275185163817e+00
1.204739189436110109e+02,4.848146704950305264e+01
3.102892490098321332e+02,5.638170920212709092e+01
3.969069433951408428e+02,6.646022232552043363e+01
1.518179090379000229e+02,2.019794212064027761e-01
5.191880705654054964e+02,1.170137636390028746e+02
3.921750946501421140e+02,1.747287057011569971e+02
4.165874682207471551e+02,7.363281269805096940e+01
6.866538640221483547e+02,4.937198633417242633e+01
#n_clusters: 0, n_segment_len: 0, n_training_class: 9
2.343663218689666792e+02,6.947341411426053526e+01
9.941034425615607688e+02,9.812375695431177292e+01
1.754990377184141437e+02,6.305065300145101759e+01
4.105060801898301861e+02,3.532862465116912887e+01
4.435790741986389207e+02,5.440030848918874540e+01
2.892318337552403023e+02,8.875278011292942892e+01
6.370310241579351214e+02,1.089796133018814572e+02
6.005198691654696859e+02,1.826110556343473661e+02
5.188937219715132869e+02,7.701244222917732429e+01
6.266476963924667416e+02,7.639793550155509649e+01
#n_clusters: 0, n_segment_len: 1, n_training_class: 0
1.439698098557371395e+02,6.114489212654599726e+01
1.563742051252805368e+03,4.659353943938699558e+02
1.148823790342053144e+02,5.427222137307210659e+01
